order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD320916,ID0702456085,2019-02-26,Thompson,"[('Alcon 10', 2), ('Candle Inferno', 1), ('Toshika 750', 2), ('iAssist Line', 1)]",29195,73.43,-37.8049082,144.9468264,25,21969.68,Summer,False,0.8646,great for the money good price good phone,True
ORD051005,ID0026051948,2019-02-24,Nickolson,"[('iAssist Line', 1), ('Thunder line', 1)]",4405,69.62,-37.8150464,144.9718458,15,3813.87,Summer,False,0.4436,we got this for our 9 yr old daughter and its perfect for her. there hasn't been any issue with the games and educational apps she uses.,True
ORD279402,ID0131221774,2019-12-05,Nickolson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('iAssist Line', 2)]",14260,94.56,-37.8136563,144.9612615,25,10789.56,Summer,True,0.913,"works perfect in argentina with movistar works perfect in argentina with movistar, in us with t-mobile when i visit the us. camera is incredible good, so much better than the i-phone 6. you will love it. no stucks, nothing strange. screen is clear and big. highly recommended!",True
ORD049313,ID0387153048,2019-09-19,Bakers,"[('Universe Note', 2), ('iStream', 2)]",7200,60.64,-37.8058336,145.0195185,15,6180.64,Spring,False,0.7621,horrible buy. my first time buying a phone online ... horrible buy. my first time buying a phone online and i was very disappointed. i unboxed the phone and started charging it. when i started the phone up i saw my screen changing colors in the corners and glitching already. came broken and i couldn't even use it once. not buying again.,False
ORD463025,ID0356448679,2019-12-14,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 1), ('Candle Inferno', 1), ('Universe Note', 1)]",15290,77.3,-37.8075137,144.9879565,5,14602.8,Summer,True,0.697,phone is not unlocked. the phone arrived in good condition but it was not unlocked. i could not use my sim card. description says that the phone is a t-mobile unlocked phone but i also did not see any of the t-mobile splash screens either. i ordered another of the same phone for my wife and got it setup on straight talk att with no problems.,False
ORD214700,ID1560149473,2019-12-25,Thompson,"[('Toshika 750', 1), ('Lucent 330S', 2)]",6780,75.54,-37.8157195,144.9371449,0,6855.54,Summer,False,0.9363,great product great phone,True
ORD497160,ID0571731118,2019-03-20,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('iStream', 1)]",20500,66.24,-37.8243506,144.9438143,0,20566.24,Autumn,False,1.331,four stars very good phone,True
ORD170576,ID1217532720,2019-01-07,Thompson,"[('Toshika 750', 1), ('Alcon 10', 1)]",13270,56.17,-37.8181279,144.9485845,10,11999.17,Summer,False,0.6217,"no wifi calling on this phone this is a really nice looking phone an has many features, but it's missing one important feature - wifi calling ! you can serf the enet using wifi put this phone doesn't have wifi calling !",False
ORD469852,ID3218226982,2019-04-08,Thompson,"[('Candle Inferno', 1), ('Universe Note', 2)]",7330,63.11,-37.8072912,144.9444704,5,7026.61,Autumn,False,0.6412,sleek and elegant design. i love the phone so far. have had it for a couple of weeks now and it's working very well.,True
ORD177002,ID0472236185,2019-02-09,Nickolson,"[('Alcon 10', 1), ('Toshika 750', 1), ('Universe Note', 2), ('Candle Inferno', 1)]",20600,87.01,-37.7989897,144.9667971,25,15537.01,Summer,False,2.1958,"clean used phone, works as should",True
ORD058920,ID4442505589,2019-08-13,Nickolson,"[('Olivia x460', 1), ('Thunder line', 2), ('Universe Note', 1), ('Candle Inferno', 1)]",9465,70.01,-37.8246536,144.9547414,15,8115.26,Winter,False,1.4665,"my wife and i both upgraded and we both love them. easy to use i bought two of these; my wife and i both upgraded and we both love them. easy to use, data and other apps come in quickly, a great phone for the money.",True
ORD193841,ID0245493801,2019-02-27,Thompson,"[('Universe Note', 1), ('Olivia x460', 2), ('Thunder line', 2), ('pearTV', 1)]",16570,102.72,-37.8008617,144.9608163,10,15015.72,Summer,True,1.7862,just the right size for reading books and playing some games.,True
ORD021509,ID0145261554,2019-06-21,Nickolson,"[('Candle Inferno', 2), ('pearTV', 2), ('Olivia x460', 1), ('iStream', 2)]",15005,77.98,-37.8151119,144.9612114,0,15082.98,Winter,True,0.8296,"solid deal! research who has the highest rating. i received my phone a couple weeks ago. it had a scratch on the back that is fairly noticeable, but otherwise a very beautiful phone (silver). works great, and i've had no issues!",True
ORD127881,ID2776664746,2019-09-23,Bakers,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Lucent 330S', 2), ('iStream', 1)]",7360,107.35,-37.826394,145.0194182,25,5627.35,Spring,True,1.5854,good phone very good condition.,True
ORD347062,ID4238873970,2019-04-23,Nickolson,"[('iAssist Line', 2), ('Alcon 10', 2), ('Universe Note', 2)]",29250,81.45,-37.8093611,144.9645195,5,27868.95,Autumn,True,1.1191,"yup, better than i expected was new really. just 2 chips in the chrome. the rest brand new",True
ORD359903,ID0316413850,2019-01-08,Thompson,"[('Lucent 330S', 2), ('pearTV', 1)]",8770,77.74,-37.8105357,144.9593008,25,6655.24,Summer,False,1.1017,good phone really like it,True
ORD250175,ID2347007247,2019-06-23,Thompson,"[('Toshika 750', 1), ('Alcon 10', 2), ('Lucent 330S', 2)]",24680,76.85,-37.8211126,144.9472811,25,18586.85,Winter,True,0.9396,five stars my favorite phone ever! broke 1 and bought same again :) do not want to upgrade it ever! lol,True
ORD113670,ID6024429121,2019-11-13,Thompson,"[('Olivia x460', 2), ('Universe Note', 1), ('Candle Inferno', 2), ('iAssist Line', 1)]",8985,101.65,-37.8162225,144.9383605,15,7738.9,Spring,True,0.8617,"great product the phone came sealed and brand new. no problems or complaints, great product 10/10",True
ORD343782,ID0417273054,2019-04-09,Bakers,"[('Lucent 330S', 2), ('Olivia x460', 1)]",3685,80.31,-37.8092623,144.9838244,0,3765.31,Autumn,True,1.0066,"perfect for my needs nice little phone to replace my original gusto which did not survive the washing machine. easy to use, nice display and features that fit most of my needs. the prepaid plan minimizes the phone bill to a manageable amount every month.",True
ORD455246,ID4326586172,2019-02-24,Thompson,"[('iAssist Line', 1), ('Alcon 10', 2), ('Candle Inferno', 2)]",20985,81.66,-37.8007705,144.9574101,15,17918.91,Summer,False,1.6071,five stars absolutely fabulous,True
ORD307978,ID3143370318,2019-10-18,Thompson,"[('Thunder line', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",21310,98.58,-37.8135412,144.9426636,0,21408.58,Spring,True,0.3993,a i like it 😊,True
ORD026756,ID0252588997,2019-10-11,Thompson,"[('pearTV', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",23900,75.41,-37.8181125,144.9486411,25,18000.41,Spring,False,0.6211,great condition nephew very happy with it,True
ORD021786,ID0298046598,2019-10-29,Nickolson,"[('Alcon 10', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",22540,72.88,-37.8210654,144.9664847,15,19231.88,Spring,False,0.3851,it's a good phone it's a good phone but compared to the new generation it's look old,True
ORD407964,ID6221450542,2019-07-13,Bakers,"[('Toshika 750', 1), ('Alcon 10', 2), ('iStream', 1), ('Thunder line', 2)]",26730,65.9,-37.8088109,144.9831656,0,26795.9,Winter,False,1.0694,good phone great phone i. been useong this for the past month no problems with it only down soze is space i find if u put your apps and misoc on sd card it hwlps alot,True
ORD497037,ID3161948917,2019-04-28,Thompson,"[('Olivia x460', 2), ('iStream', 1), ('iAssist Line', 2), ('Candle Inferno', 2)]",7910,50.65,-37.8087002,144.9566447,25,5983.15,Autumn,False,0.9512,issues connecting to wifi it will not connect to our wifi. i've been reading in forums and a lot of people are having this problem. i've checked router settings and nothing has worked.,False
ORD453377,ID2180785618,2019-03-27,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 1), ('Alcon 10', 2)]",23450,77.17,-37.8146899,144.9690651,5,22354.67,Autumn,True,0.4368,i would order it again i was really happy with his phone thanks,True
ORD068296,ID0252588294,2019-09-12,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Lucent 330S', 2), ('Olivia x460', 2)]",16130,98.5,-37.8182748,144.9755146,10,14615.5,Spring,True,0.5256,works fine works fine. good value for the money.,True
ORD463964,ID4245791604,2019-01-22,Thompson,"[('pearTV', 1), ('Candle Inferno', 1), ('iStream', 1)]",6890,88.33,-37.8012547,144.9626936,5,6633.83,Summer,True,1.8719,no sound with 6 months use speaker has gone in 6 months. totally disappointed. did all sort of troubleshooting no result.,False
ORD352051,ID0387152924,2019-03-14,Thompson,"[('Alcon 10', 1), ('Universe Note', 2), ('pearTV', 2), ('Thunder line', 1)]",30650,63.01,-37.8061405,144.9449158,25,23050.51,Autumn,True,0.7515,one star would not turn on.,False
ORD285119,ID0052600120,2019-07-22,Thompson,"[('universe note', 2), ('iassist line', 2), ('lucent 330s', 2)]",13810,68.86,-37.8023661,144.9620569,5,13188.36,Winter,False,1.7476,awesome fone good fone,True
ORD259052,ID1463620434,2019-10-31,Bakers,"[('Thunder line', 2), ('Lucent 330S', 2), ('pearTV', 2), ('iAssist Line', 2)]",23890,78.08,-37.817826,144.9923277,25,17995.58,Spring,False,0.9083,four stars all good,True
ORD401780,ID0575434361,2019-05-21,Nickolson,"[('Lucent 330S', 1), ('pearTV', 2), ('Alcon 10', 1)]",22800,64.78,-37.8209822,144.9845129,10,20584.78,Autumn,False,1.3422,love the phone second one i've owned after dropping the first one and cracking the screen...even in a heavy duty otter box. good phone.,True
ORD296636,ID1463547033,2019-02-06,Bakers,"[('Thunder line', 2), ('Candle Inferno', 1), ('pearTV', 1)]",11100,76.14,-37.818311,145.0043774,5,10621.14,Summer,False,1.2262,olivia universe s4 great phone! fast shipping!,True
ORD349135,ID2948774549,2019-08-09,Nickolson,"[('iStream', 1), ('Thunder line', 2)]",2990,52.2,-37.8080795,144.9692773,25,3434.7,Winter,False,1.1708,unreliable so far keeps completely crashing and asking me to start set up all over! if i can’t get it working properly will have to return it! not happy!!,False
ORD104003,ID0493873191,2019-03-16,Bakers,"[('pearTV', 2), ('Olivia x460', 2)]",15070,52.92,-37.8058582,145.0183945,5,14369.42,Autumn,False,1.4507,this phone not work with cricket send back my money l don't like,False
ORD053567,ID1217532917,2019-11-21,Thompson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Universe Note', 2), ('Alcon 10', 1)]",22620,76.14,-37.8184735,144.9486815,15,19303.14,Spring,False,0.6611,i love me muy bueno excelente equipo con todas sus funciones cámara excelente conectibidad excelente muy buen teléfono y el precio muy bueno,True
ORD464981,ID0312718905,2019-04-18,Thompson,"[('pearTV', 1), ('Olivia x460', 1), ('Alcon 10', 1), ('iAssist Line', 2)]",20935,67.26,-37.8044309,144.9624253,15,17862.01,Autumn,False,1.6327,"very good and seems brand new good deal, buyspry customers service is amazing and they really helpful.",True
ORD191503,ID0777835311,2019-06-05,Thompson,"[('Olivia x460', 2), ('Candle Inferno', 2)]",3310,64.61,-37.8019303,144.9572928,25,2547.11,Winter,True,1.4962,"alcon order....a disaster very poor. not in original packaging. it did not have earphones and instruction manual. very unsatisfactory buy. i would like my money back. the phone is useless, a piece of garbage",False
ORD290674,ID4283908163,2019-03-27,Bakers,"[('Alcon 10', 1), ('Lucent 330S', 1)]",10180,62.63,-37.8105551,145.0006641,5,9733.63,Autumn,True,0.4818,stolen phone!!! they sold me a stolen phone and now my number is suspended.,False
ORD341686,ID3146808091,2019-09-30,Bakers,"[('Alcon 10', 1), ('Universe Note', 1)]",12400,58.96,-37.8132087,144.9903708,15,10598.96,Spring,False,0.5574,"broken screen the phone is an upgrade from my last one and the storage is great, but when i received my phone i noticed scratches on the screen. no big deal, but then i realized they were cracks on the screen and not just scratches. highly disappointed.",False
ORD481148,ID4735836868,2019-08-24,Thompson,"[('pearTV', 1), ('Thunder line', 2), ('Olivia x460', 1)]",11895,78.59,-37.8032857,144.9502708,15,10189.34,Winter,True,1.0823,gooooood good smartphone,True
ORD393183,ID0598401577,2019-10-14,Nickolson,"[('Lucent 330S', 1), ('iAssist Line', 2), ('Toshika 750', 2)]",14320,100.74,-37.8142345,144.9637244,15,12272.74,Spring,True,0.7058,five stars great !!!!!!! no complaints !!!!,True
ORD127153,ID0773059241,2019-05-07,Nickolson,"[('Alcon 10', 1), ('Universe Note', 2), ('iAssist Line', 2)]",20300,63.68,-37.8121827,144.9697962,0,20363.68,Autumn,False,0.154,for the price (half olivia) this is the best phone if you want a big screen and good ... for the price (half olivia) this is the best phone if you want a big screen and good compute power.,True
ORD139543,ID0283334330,2019-11-16,Thompson,"[('Universe Note', 2), ('Candle Inferno', 1), ('iAssist Line', 1), ('Toshika 750', 2)]",18195,79.06,-37.8002551,144.9509615,0,18274.06,Spring,False,1.4241,"""uicc unlock"" amazing phone, especiall for the price. you will need to go into the setting and select ""uicc unlock"" for it to work with some carriers, but it is unlocked after that. edit: i have to downgrade from 5 to 3. was locked to sprint and could not use data with other networks.",True
ORD068250,ID0060096961,2019-02-20,Thompson,"[('Olivia x460', 1), ('iAssist Line', 2), ('Lucent 330S', 1), ('Toshika 750', 2)]",15545,58.15,-37.8187778,144.9528494,25,11716.9,Summer,False,0.8486,not compatible with verizon reviews said this phone would work on verizon network. the phone i received is not compatible with verizon.,False
ORD421797,ID3218226983,2019-02-06,Thompson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350,71.61,-37.8065706,144.9449806,25,8584.11,Summer,False,0.7037,perfect love this phone. the stylus is great. no complaints!,True
ORD109384,ID1132069617,2019-06-06,Thompson,"[('Lucent 330S', 2), ('Candle Inferno', 2), ('iStream', 2), ('Universe Note', 2)]",10520,46.73,-37.8127164,144.9429385,5,10040.73,Winter,False,0.5416,"broke less than a year after purchase bought this phone in march 2019 and it broke already. the phone stopped charging, i had to hold it just right to charge for a couple of days and then it died completely:( all my pictures are gone :(",False
ORD118137,ID0591408731,2019-01-21,Nickolson,"[('pearTV', 2), ('Olivia x460', 2)]",15070,72.28,-37.8192236,144.9611303,25,11374.78,Summer,False,0.7438,great phone! the product arrived on time and in great condition. it was almost like it was brand new. software works fine and i'm loving the battery life. the new updates are definitely worth the purchase. glad i bought it.,True
ORD408988,ID0103299651,2019-12-12,Nickolson,"[('Lucent 330S', 1), ('Alcon 10', 1), ('iAssist Line', 1), ('pearTV', 2)]",25025,58.37,-37.8155991,144.9622488,10,22580.87,Summer,False,0.7236,one star motherboard died after 6 weeks. unrepairable.,False
ORD241112,ID3924911400,2019-01-22,Nickolson,"[('Alcon 10', 2), ('Universe Note', 1), ('pearTV', 2), ('Candle Inferno', 1)]",34400,93.7,-37.8126201,144.965171,10,31053.7,Summer,True,0.7686,very happy,True
ORD176554,ID6167413266,2019-11-02,Nickolson,"[('Toshika 750', 1), ('Universe Note', 2), ('Olivia x460', 1), ('Lucent 330S', 2)]",14905,101.2,-37.8140787,144.9641242,10,13515.7,Spring,True,0.6932,"excellent phone excellent phone, excellent camera. i only wish i could set google launcher, and gboard, it lags a bit with large amounts of tabs in chrome, but most people wont have this issue, i'm talking about over 50 - 60 open tabs. this is overall a great phone, i'm really happy i got it.",True
ORD051673,ID1686719039,2019-08-01,Thompson,"[('iAssist Line', 2), ('Thunder line', 1)]",6630,51.2,-37.8014968,144.9548846,10,6018.2,Winter,False,1.4214,"battery fail i actually liked this phone a lot, but after 13 months the battery won't hold a charge.",True
ORD024391,ID2768639318,2019-11-06,Nickolson,"[('IASSIST LINE', 2), ('CANDLE INFERNO', 2), ('THUNDER LINE', 1)]",7490,96.49,-37.8179311,144.9673941,25,5713.99,Spring,True,0.2036,weird phone liked the phone but couldn't make it work with a new sim card,True
ORD077302,ID1594632498,2019-08-13,Nickolson,"[('THUNDER LINE', 1), ('OLIVIA X460', 2), ('LUCENT 330S', 1), ('IASSIST LINE', 1)]",8085,77.8,-37.8206783,144.9793054,15,6950.05,Winter,True,0.8885,five stars excellent condition!!!,True
ORD360393,ID0304536850,2019-07-16,Bakers,"[('Olivia x460', 2), ('Thunder line', 2)]",6810,73.36,-37.8252835,145.011873,15,5861.86,Winter,False,2.2444,"thanks great experience i liked ,, thank you to the seller",True
ORD363515,ID2187983888,2019-08-17,Nickolson,"[('iStream', 2), ('Olivia x460', 1)]",1525,76.29,-37.8117127,144.9716148,0,1601.29,Winter,True,0.7873,"the best phone in the market the best phone in the market. however, i hated the raised edges in the left and right of the screen. thanks.",True
ORD129529,ID3862394072,2019-06-19,Thompson,"[('iStream', 1), ('Alcon 10', 2)]",9250,64.23,-37.808963,144.9489466,5,8851.73,Winter,False,0.4448,"to me the best money value i use to have a lucent g4 but the g6 seems to be much improved. better sound, better camara, longerstanting battery and mantaining all the other features. let's hope is as sturdy as the g4.",True
ORD110606,ID0572005110,2019-07-19,Thompson,"[('iStream', 1), ('pearTV', 1), ('Alcon 10', 1), ('Universe Note', 2)]",22310,66.11,-37.8041173,144.9479909,15,19029.61,Winter,False,0.9559,four stars phone was in great shape works great too!,True
ORD229308,ID0616938658,2019-09-14,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 1), ('iAssist Line', 2)]",7490,101.29,-37.8190572,144.9614507,10,6842.29,Spring,True,0.7142,love it love it,True
ORD424374,ID4787373516,2019-12-10,Thompson,"[('Toshika 750', 1), ('Candle Inferno', 2), ('Alcon 10', 2)]",23080,88.87,-37.8000613,144.9611656,25,17398.87,Summer,True,1.873,still learning to use this product i'm still learning to use the product one problem i'm having every time i try to charge it it come in and out power went in and out the charger that comes with it does not work,False
ORD056609,ID1463547040,2019-11-17,Bakers,"[('iStream', 2), ('Lucent 330S', 2), ('Alcon 10', 2)]",20660,77.33,-37.8187231,145.0037836,15,17638.33,Spring,False,1.2285,"perf amazing phone, looks just like new. came in, turned on, and was ready to be activated. at an awesome price and more than i could have hoped for. couldn't be happier.",True
ORD442067,ID2383211221,2019-05-21,Nickolson,"[('Candle Inferno', 1), ('iAssist Line', 1)]",2655,64.78,-37.8135027,144.9656729,10,2454.28,Autumn,False,0.6615,"ok i love the big screen, all the features. light weight. most of the people i work with have it. it's just a great phone also go a good deal on it.",True
ORD244567,ID0846546861,2019-06-13,Nickolson,"[('Toshika 750', 1), ('Thunder line', 1), ('iStream', 2)]",6800,71.89,-37.8201111,144.9684911,15,5851.89,Winter,True,0.1928,this was bought as a replacement for my wife's previous candle. she is loving the larger screen and the fact that it has a camera.,True
ORD161245,ID0370751687,2019-10-21,Bakers,"[('Candle Inferno', 1), ('iStream', 1), ('Olivia x460', 1), ('iAssist Line', 1)]",4030,76.56,-37.8119516,144.9860757,5,3905.06,Spring,False,0.8342,three stars its okay for what i need it,True
ORD332011,ID6167489462,2019-12-01,Nickolson,"[('Olivia x460', 1), ('pearTV', 1)]",7535,73.2,-37.815026,144.9608825,5,7231.45,Summer,False,0.8596,still have great tech support great phone,True
ORD190264,ID0581715652,2019-02-03,Bakers,"[('iAssist Line', 2), ('Olivia x460', 1), ('iStream', 2)]",5975,85.9,-37.8052239,145.0165925,0,6060.9,Summer,True,1.6131,need to know it's incompatible with verizon network in initial product description product is incompatible with verizon network. i need to return it for a full refund. what is the process for a refund?,False
ORD381949,ID4520380533,2019-04-28,Thompson,"[('Alcon 10', 1), ('Thunder line', 2), ('iStream', 1), ('Toshika 750', 2)]",22100,52.84,-37.8156977,144.9582655,5,21047.84,Autumn,False,1.0406,the phone quality was below expectations the phone screen have a lot of scratches. and home screen menu is not working properly,False
ORD177106,ID0054552169,2019-02-12,Nickolson,"[('Thunder line', 2), ('Candle Inferno', 2), ('iStream', 1)]",5370,95.71,-37.8203826,144.9820358,5,5197.21,Summer,True,1.1157,as advertisered like everything so far.,True
ORD092009,ID0501027460,2019-03-20,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1)]",3410,83.28,-37.803208,144.9738755,25,2640.78,Autumn,True,1.7546,the best smart phone the best smart phone,True
ORD239747,ID0248746737,2019-06-27,Bakers,"[('Toshika 750', 2), ('iStream', 2)]",8940,75.91,-37.8156647,144.9979117,5,8568.91,Winter,True,0.5422,"i received an thunder as a gift, loved it so much i decided to get the line for my bedroom. both very easy to set up but a big difference in the sound quality. i would still buy it again.",True
ORD333990,ID0710001161,2019-09-27,Thompson,"[('pearTV', 2), ('Universe Note', 2)]",19520,88.17,-37.8137364,144.936811,15,16680.17,Spring,True,0.9098,"the phone didn't last 5 months the phone over heats way too much and after five months of using the phone it stopped working, so i won't advise anyone to buy it",False
ORD122150,ID0248746924,2019-01-20,Bakers,"[('Thunder line', 1), ('iStream', 2), ('Lucent 330S', 1)]",3710,87.61,-37.8254825,144.9962161,15,3241.11,Summer,True,1.7261,"don't buy phones through digico received a previously opened product. there was dust on the phone (underneath the packaging, which scratched the screen) and the earbuds were missing. battery life seemed poor, but that might have been because it had been used and repackaged. i had a lengthier review, but the powers that be didn't want you to see it.",False
ORD492107,ID4740822049,2019-05-12,Bakers,"[('Candle Inferno', 1), ('Thunder line', 2), ('pearTV', 2)]",17410,64.76,-37.8038748,145.015497,15,14863.26,Autumn,False,1.0053,"five stars nice phone, nothing fancy",True
ORD265905,ID6167344549,2019-10-16,Nickolson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20350,75.39,-37.8139812,144.971284,15,17372.89,Spring,False,0.5357,"best purchase on digico so far! was excited about getting this because my old phone broke, i love this thing and it is waterproof! definitely worth the money, also was delivered well before expected :d",True
ORD371242,ID0577518129,2019-01-24,Nickolson,"[('iStream', 1), ('Olivia x460', 2)]",2600,57.82,-37.823736,144.9761444,10,2397.82,Summer,False,0.8146,nogood nogood,True
ORD065457,ID0634783947,2019-01-22,Thompson,"[('Thunder line', 1), ('Toshika 750', 1), ('Olivia x460', 1)]",7725,94.19,-37.8126336,144.937464,25,5887.94,Summer,True,0.8447,fantastic phone this phone is fantastic. that is all. everything i can say has been said.,True
ORD270933,ID0358731034,2019-10-08,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Alcon 10', 2), ('Olivia x460', 1)]",26455,79.25,-37.8206252,144.9822383,15,22566.0,Spring,False,1.1383,"great buy. the phone arrived on time. there are a few scratches on the screen, but nothing major. the camera and the fingerprint reader work perfectly. the battery runs out quite fast, tho.",True
ORD080001,ID0361770719,2019-07-14,Bakers,"[('Candle Inferno', 2), ('iStream', 2), ('Universe Note', 1), ('iAssist Line', 2)]",9060,55.98,-37.8001274,144.98119,10,8209.98,Winter,False,1.6529,"dead after 3 months i used this phone as a spare and for emergencies. it lasted for about 3 months, then just died. it doesn't charge at all. i'm not sure if i have a defective battery or unit. i called olivia and cannot get a replacement. it's a dud. i'm very disappointed which is sad because other olivia products i have owned have been reliable.",False
ORD262556,ID4162427930,2019-09-09,Nickolson,"[('iStream', 1), ('Candle Inferno', 2)]",1010,56.5,-37.8196563,144.9716825,15,915.0,Spring,False,0.2216,"not unlocked for verizon contrary to title of item, unit did not operate with verizon at all. was still locked under at&t. sent back and awaiting refund.",False
ORD469769,ID0227316137,2019-11-21,Bakers,"[('Universe Note', 2), ('Thunder line', 1), ('Candle Inferno', 1)]",9510,61.44,-37.803335,144.9899256,25,7193.94,Spring,False,0.8761,two stars all scratched up also no sim card so i can not acivate it.,False
ORD014742,ID0844475924,2019-04-02,Thompson,"[('Thunder line', 1), ('Universe Note', 1), ('Candle Inferno', 2), ('Toshika 750', 2)]",15130,66.9,-37.8225159,144.9477823,10,13683.9,Autumn,False,1.0975,five stars i love this phone it works perfectly,True
ORD200084,ID1479930106,2019-07-30,Thompson,"[('Universe Note', 2), ('Olivia x460', 2), ('Lucent 330S', 1), ('iAssist Line', 1)]",12805,79.18,-37.8211236,144.9549655,25,9682.93,Winter,True,1.1692,five stars love it!,True
ORD243905,ID4976805932,2019-12-09,Nickolson,"[('Thunder line', 1), ('Lucent 330S', 1), ('Olivia x460', 1), ('Toshika 750', 2)]",13275,79.95,-37.8112924,144.9637186,0,13354.95,Summer,True,0.9612,👎 a-,True
ORD089966,ID0243097196,2019-09-07,Nickolson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Thunder line', 1), ('Alcon 10', 2)]",26625,98.37,-37.8215382,144.9671453,5,25392.12,Spring,True,0.39,love it i like it,True
ORD077215,ID1463620794,2019-05-30,Bakers,"[('iStream', 2), ('Olivia x460', 2), ('Thunder line', 2)]",7110,81.55,-37.8166074,145.0056193,0,7191.55,Autumn,True,1.1731,locked to verizon it's nice and new but its locked to verizon when they said it was unlocked.,True
ORD139834,ID4315295100,2019-04-21,Bakers,"[('pearTV', 1), ('iStream', 2), ('Lucent 330S', 1), ('Alcon 10', 2)]",25740,78.91,-37.8173281,144.990782,0,25818.91,Autumn,True,0.9051,"i definitely recommend. very good phone, i love it..came very fast ... best phone i've ever had.",True
ORD199125,ID1140277347,2019-02-22,Bakers,"[('Universe Note', 1), ('Lucent 330S', 2)]",5910,68.05,-37.8092558,144.9915114,15,5091.55,Summer,False,0.3374,"xp lumia 920 i love my lumia 920. i'm a devoted fan of the windows phone. i had a olivia before the lumia, and while it was great, the xp was a gigantic upgrade. the features that are integrated with the xp as opposed to any other brand (gps/drive, music, photo editing, etc) are vastly superior.",True
ORD280009,ID6167441003,2019-03-12,Thompson,"[('Universe Note', 1), ('Thunder line', 1), ('Toshika 750', 1)]",9950,68.24,-37.8092064,144.9606935,0,10018.24,Autumn,False,1.2588,great phone i love this phone amazing battery life and great screen ratio,True
ORD039664,ID0443297188,2019-10-26,Thompson,"[('Olivia x460', 1), ('pearTV', 1)]",7535,105.86,-37.8164844,144.9442059,15,6510.61,Spring,True,1.1225,great price on a great phone i bought this phone for my wife and was starting to get very concerned because of the bad reviews. we received an unlocked pone that as loaded with non carrier specific olivia software. very happy with out purchase so far.,True
ORD144770,ID0304168536,2019-07-02,Nickolson,"[('Lucent 330S', 2), ('Toshika 750', 2)]",11100,76.33,-37.8229997,144.9644869,0,11176.33,Winter,True,0.6623,great,True
ORD355763,ID4544035096,2019-08-05,Nickolson,"[('Candle Inferno', 2), ('Olivia x460', 2)]",3310,77.07,-37.8118633,144.9638606,0,3387.07,Winter,True,0.9011,five stars works perfect,False
ORD206559,ID3085926091,2019-05-08,Bakers,"[('pearTV', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",21180,82.37,-37.8241038,144.9905894,15,18085.37,Autumn,True,1.6226,she loves it! i bought this for my wife she loves it replacing her s5. the only issue is that she says that she can't add calls to existing calls.,True
ORD191543,ID0207093578,2019-06-19,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('iStream', 1), ('pearTV', 2)]",16450,62.56,-37.8012586,145.0051308,0,16512.56,Winter,True,1.3054,terrible it won’t even charge from the port anymore do not buy this phone. it has so many problems like it won’t charge and the battery life is terrible. just buy it from pear itself because it will be new.,False
ORD032042,ID1725216340,2019-12-31,Thompson,"[('LUCENT 330S', 1), ('THUNDER LINE', 2), ('ISTREAM', 1)]",5740,68.3,-37.8015275,144.9622044,0,5808.3,Summer,False,1.8197,"not worth buying i didn't buy from digico but from other sources. the phone worked ok for sometime but would not start one fine day and is completely dead. could not start at all. one led blinks when put in charge, otherwise it is completely dead. wasted time and money on this phone. would not recommend.",False
ORD197091,ID0702352314,2019-06-18,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('Alcon 10', 2)]",31110,76.73,-37.805314,144.9416774,5,29631.23,Winter,True,0.9465,backup bought this as a backup phone for my father and it worked out great for him as he wanted something durable.,True
ORD495312,ID0560991981,2019-09-10,Thompson,"[('Olivia x460', 2), ('Alcon 10', 2), ('Universe Note', 2), ('iStream', 1)]",27400,103.11,-37.8220278,144.9475811,5,26133.11,Spring,True,1.0423,an all around great phone for anyone i love it! everything about this phone is great! highly recommend if you want a good reliable phone that feels premium and performs great.,True
